Pathway_ID,Pathway_Name,Genes
R-HSA-5663220,RHO GTPases Activate Formins,"ACTB,ACTG1,AHCTF1,AURKB,B9D2,BIRC5,BUB1,BUB1B,BUB3,CDC20,CDC42,CDCA8,CENPA,CENPC,CENPE,CENPF,CENPH,CENPI,CENPK,CENPL,CENPM,CENPN,CENPO,CENPP,CENPQ,CENPS,CENPT,CENPU,CKAP5,CLASP1,CLASP2,CLIP1,DAAM1,DIAPH1,DIAPH2,DIAPH3,DSN1,DVL1,DVL2,DVL3,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNLL1,DYNLL2,ERCC6L,EVL,FMNL1,FMNL2,FMNL3,INCENP,ITGB1,ITGB3BP,KIF18A,KIF2A,KIF2B,KIF2C,KNL1,KNTC1,MAD1L1,MAD2L1,MAPRE1,MIS12,MRTFA,NDC80,NDE1,NDEL1,NSL1,NUDC,NUF2,NUP107,NUP133,NUP160,NUP37,NUP43,NUP85,NUP98,PAFAH1B1,PFN1,PFN2,PLK1,PMF1,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,RAC1,RANBP2,RANGAP1,RCC2,RHOA,RHOB,RHOC,RHOD,RPS27,SCAI,SEC13,SEH1L,SGO1,SGO2,SKA1,SKA2,SPC24,SPC25,SPDL1,SRC,SRF,SRGAP2,TAOK1,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3D,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,XPO1,ZW10,ZWILCH,ZWINT"
R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,"ADRM1,BIRC2,BIRC3,BTRC,CD27,CD40,CD40LG,CD70,CHUK,CUL1,EDA,EDA2R,EDAR,EDARADD,FBXW11,LTA,LTB,LTBR,MAP3K14,NFKB2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RELB,RPS27A,SEM1,SKP1,TNF,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF13B,TNFRSF13C,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF1A,TNFRSF1B,TNFRSF25,TNFRSF4,TNFRSF6B,TNFRSF8,TNFRSF9,TNFSF11,TNFSF12,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF18,TNFSF4,TNFSF6,TNFSF8,TNFSF9,TRAF2,TRAF3,UBA3,UBA52,UBB,UBC,UBE2M"
R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,"CYBA,CYBB,MAPK1,MAPK11,MAPK14,MAPK3,NCF1,NCF2,NCF4,NOX1,NOX3,NOXA1,NOXO1,PIK3C3,PIK3R4,PIN1,PRKCA,PRKCB,PRKCD,PRKCZ,RAC1,RAC2,S100A8,S100A9"
R-HSA-5668914,Diseases of metabolism,"ABCA3,ABCD4,ACACA,ACAN,ACAT1,ACY1,ADA,ADAMTS1,ADAMTS10,ADAMTS12,ADAMTS13,ADAMTS14,ADAMTS15,ADAMTS16,ADAMTS17,ADAMTS18,ADAMTS19,ADAMTS2,ADAMTS20,ADAMTS3,ADAMTS4,ADAMTS5,ADAMTS6,ADAMTS7,ADAMTS8,ADAMTS9,ADAMTSL1,ADAMTSL2,ADAMTSL3,ADAMTSL4,ADAMTSL5,AGRN,AHCY,ALDOB,ALG1,ALG11,ALG12,ALG13,ALG14,ALG2,ALG3,ALG6,ALG8,ALG9,AMN,APRT,ARG1,ARSB,ASL,ASS1,AUH,B3GALT6,B3GAT3,B3GLCT,B4GALT1,B4GALT7,B4GAT1,BCAN,BCKDHA,BCKDHB,BCKDK,BGN,BTD,C1GALT1,C1GALT1C1,CBLIF,CD320,CFP,CHST14,CHST3,CHST6,CHSY1,CPS1,CSF2RA,CSF2RB,CSPG4,CSPG5,CTSA,CUBN,CYP11A1,CYP11B1,CYP11B2,CYP17A1,CYP19A1,CYP1B1,CYP21A2,CYP24A1,CYP26B1,CYP26C1,CYP27A1,CYP27B1,CYP2R1,CYP2U1,CYP4F22,CYP7B1,DAG1,DBT,DCN,DCXR,DHDDS,DLD,DOLK,DPAGT1,DPM1,DPM2,DPM3,ECHS1,EPM2A,EXT1,EXT2,FDX1,FDX2,FDXR,FMO3,FMOD,G6PC1,G6PC3,GAA,GALE,GALK1,GALM,GALNS,GALNT12,GALNT3,GALT,GBE1,GCLC,GCLM,GFPT1,GGT1,GLB1,GNE,GNS,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,GSS,GUSB,GYG1,GYG2,GYS1,GYS2,HEXA,HEXB,HGSNAT,HIBCH,HLCS,HPRT1,HSPG2,HYAL1,IDH1,IDS,IDUA,IVD,KERA,KHK,LARGE1,LCT,LFNG,LMBRD1,LUM,MAN1B1,MAOA,MAT1A,MC2R,MCCC1,MCCC2,MGAT2,MMAA,MMAB,MMACHC,MMADHC,MMUT,MOGS,MPDU1,MPI,MTR,MTRR,MUC1,MUC12,MUC13,MUC15,MUC16,MUC17,MUC19,MUC2,MUC20,MUC21,MUC3A,MUC3B,MUC4,MUC5AC,MUC5B,MUC6,MUC7,MUCL1,NAGLU,NAGS,NCAN,NEU1,NHLRC1,NMRAL1,NOTCH1,NOTCH2,NOTCH3,NOTCH4,NUS1,OGN,OMD,OPLAH,OTC,PAH,PAPSS2,PC,PCCA,PCCB,PGM1,PMM2,PNP,POMC,POMGNT1,POMT1,POMT2,PPM1K,PPP1R3C,PRELP,RFT1,RPIA,RPS27A,SBSPON,SDC1,SDC2,SDC3,SDC4,SEMA5A,SEMA5B,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SGSH,SI,SLC25A15,SLC26A2,SLC34A2,SLC35D1,SLC37A4,SPON1,SPON2,SRD5A3,SSPOP,ST3GAL3,TALDO1,TBXAS1,TCN2,THBS1,THBS2,THSD1,THSD4,THSD7A,THSD7B,TPMT,UBA52,UBB,UBC,UGT1A1,UGT1A4,VCAN"
R-HSA-5669034,TNFs bind their physiological receptors,"CD27,CD70,EDA,EDA2R,EDAR,EDARADD,LTA,TNFRSF11B,TNFRSF13B,TNFRSF14,TNFRSF17,TNFRSF18,TNFRSF1A,TNFRSF1B,TNFRSF25,TNFRSF4,TNFRSF6B,TNFRSF8,TNFRSF9,TNFSF11,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF18,TNFSF4,TNFSF6,TNFSF8,TNFSF9"
R-HSA-5673000,RAF activation,"ARAF,BRAF,BRAP,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,HRAS,JAK2,KRAS,KSR1,MAP2K1,MAP2K2,MAP3K11,MARK3,MRAS,NRAS,PHB1,PPP1CB,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,RAF1,SHOC2,SRC,YWHAB"
R-HSA-5673001,RAF/MAP kinase cascade,"ABHD17A,ABHD17B,ABHD17C,ACTB,ACTG1,ACTN2,ADRM1,ANGPT1,APBB1IP,ARAF,AREG,ARL2,ARRB1,ARRB2,ARTN,BCL2L1,BRAF,BRAP,BTC,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CNKSR1,CNKSR2,CSF2,CSF2RA,CSF2RB,CSK,CUL3,DAB2IP,DLG1,DLG2,DLG3,DLG4,DUSP1,DUSP10,DUSP16,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,EGF,EGFR,EPGN,ERBB2,ERBB3,ERBB4,EREG,FGA,FGB,FGF1,FGF10,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,FGG,FLT3,FLT3LG,FN1,FNTA,FNTB,FRS2,FRS3,FYN,GDNF,GFRA1,GFRA2,GFRA3,GFRA4,GOLGA7,GRB2,GRIN1,GRIN2B,GRIN2D,HBEGF,HGF,HRAS,ICMT,IL17RD,IL2,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL5,IL5RA,IQGAP1,IRS1,IRS2,ITGA2B,ITGB3,JAK1,JAK2,JAK3,KBTBD7,KIT,KITLG,KL,KLB,KRAS,KSR1,KSR2,LAMTOR2,LAMTOR3,LAT,LRRC7,LYPLA1,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK12,MAPK3,MARK3,MET,MRAS,NCAM1,NEFL,NF1,NRAS,NRG1,NRG2,NRG3,NRG4,NRTN,PAQR3,PDE6D,PDGFA,PDGFB,PDGFRA,PDGFRB,PEA15,PEBP1,PHB1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PPP1CB,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PRKCQ,PRKG2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PSPN,PTK2,PTPN3,PTPN7,PTPRA,RAF1,RALGDS,RANBP9,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRF1,RASGRF2,RASGRP1,RASGRP3,RASGRP4,RBX1,RCE1,RET,RGL1,RGL2,RGL3,RPS27A,SEM1,SHC1,SHC2,SHC3,SHOC2,SOS1,SPRED1,SPRED2,SPRED3,SPTA1,SPTAN1,SPTB,SPTBN1,SPTBN2,SPTBN4,SPTBN5,SRC,SYNGAP1,TEK,TGFA,TLN1,UBA52,UBB,UBC,USP17L2,VCL,VWF,WDR83,YWHAB,ZDHHC9"
R-HSA-5674135,MAP2K and MAPK activation,"ACTB,ACTG1,APBB1IP,ARAF,ARRB1,ARRB2,BRAF,CNKSR1,CNKSR2,CSK,FGA,FGB,FGG,FN1,HRAS,IL17RD,IQGAP1,ITGA2B,ITGB3,KRAS,KSR1,KSR2,LAMTOR2,LAMTOR3,MAP2K1,MAP2K2,MAPK1,MAPK3,MARK3,NRAS,PEBP1,RAF1,RAP1A,RAP1B,SRC,TLN1,VCL,VWF,WDR83,YWHAB"
R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer,"AKT1,AKT1S1,AKT2,AKT3,BAD,CASP9,CDKN1A,CDKN1B,CHUK,CREB1,FOXO1,FOXO3,FOXO4,FOXO6,GSK3A,GSK3B,MAPKAP1,MDM2,MLST8,MTOR,NR4A1,PDPK1,PRR5,RICTOR,RPS6KB2,TSC2"
R-HSA-5675221,Negative regulation of MAPK pathway,"ARAF,BRAF,BRAP,DUSP1,DUSP10,DUSP16,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,HRAS,KRAS,KSR1,MAP2K1,MAP2K2,MAPK1,MAPK12,MAPK3,MARK3,NRAS,PAQR3,PEBP1,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PTPN3,PTPN7,RAF1,RPS27A,UBA52,UBB,UBC,YWHAB"
R-HSA-5676594,TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway,"BIRC2,BIRC3,CD40,CD40LG,LTA,LTB,LTBR,MAP3K14,TNFRSF11A,TNFRSF12A,TNFRSF13C,TNFSF11,TNFSF12,TNFSF13B,TNFSF14,TRAF2,TRAF3"
R-HSA-5678895,Defective CFTR causes cystic fibrosis,"ADRM1,CFTR,DERL1,DERL2,DERL3,ERLEC1,ERLIN1,ERLIN2,OS9,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RNF185,RNF5,RPS27A,SEL1L,SEM1,UBA52,UBB,UBC,VCP"
R-HSA-5683057,MAPK family signaling cascades,"ABHD17A,ABHD17B,ABHD17C,ACTB,ACTG1,ACTN2,ADRM1,AGO1,AGO2,AGO3,AGO4,ANGPT1,APBB1IP,ARAF,AREG,ARL2,ARRB1,ARRB2,ARTN,BCL2L1,BRAF,BRAP,BTC,CALM1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CCND3,CDC14A,CDC14B,CDC42,CDC42EP2,CDC42EP3,CDC42EP5,CDK1,CNKSR1,CNKSR2,CSF2,CSF2RA,CSF2RB,CSK,CUL3,DAB2IP,DLG1,DLG2,DLG3,DLG4,DNAJB1,DUSP1,DUSP10,DUSP16,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,EGF,EGFR,EPGN,ERBB2,ERBB3,ERBB4,EREG,ETV4,FGA,FGB,FGF1,FGF10,FGF16,FGF17,FGF18,FGF19,FGF2,FGF20,FGF22,FGF23,FGF3,FGF4,FGF5,FGF6,FGF7,FGF8,FGF9,FGFR1,FGFR2,FGFR3,FGFR4,FGG,FLT3,FLT3LG,FN1,FNTA,FNTB,FOXO1,FOXO3,FRS2,FRS3,FYN,GDNF,GFRA1,GFRA2,GFRA3,GFRA4,GOLGA7,GRB2,GRIN1,GRIN2B,GRIN2D,HBEGF,HGF,HRAS,HSPB1,ICMT,IGF2BP1,IL17RD,IL2,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL5,IL5RA,IL6,IL6R,IL6ST,IQGAP1,IRS1,IRS2,ITGA2B,ITGB3,JAK1,JAK2,JAK3,JUN,KALRN,KBTBD7,KIT,KITLG,KL,KLB,KRAS,KSR1,KSR2,LAMTOR2,LAMTOR3,LAT,LRRC7,LYPLA1,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK12,MAPK3,MAPK4,MAPK6,MAPKAPK5,MARK3,MET,MIR34B,MIR34C,MMP10,MMP2,MOV10,MRAS,MYC,NCAM1,NCOA3,NEFL,NF1,NRAS,NRG1,NRG2,NRG3,NRG4,NRTN,PAK1,PAK2,PAK3,PAQR3,PDE6D,PDGFA,PDGFB,PDGFRA,PDGFRB,PEA15,PEBP1,PHB1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PPP1CB,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PRKACA,PRKACB,PRKACG,PRKCQ,PRKG2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PSPN,PTK2,PTPN11,PTPN3,PTPN7,PTPRA,RAC1,RAF1,RAG1,RAG2,RALGDS,RANBP9,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRF1,RASGRF2,RASGRP1,RASGRP3,RASGRP4,RBX1,RCE1,RET,RGL1,RGL2,RGL3,RPS27A,SEM1,SEPTIN7,SHC1,SHC2,SHC3,SHOC2,SOS1,SPRED1,SPRED2,SPRED3,SPTA1,SPTAN1,SPTB,SPTBN1,SPTBN2,SPTBN4,SPTBN5,SRC,SYNGAP1,TEK,TGFA,TLN1,TNRC6A,TNRC6B,TNRC6C,TYK2,UBA52,UBB,UBC,USP17L2,VCL,VWF,WDR83,XPO1,YWHAB,ZDHHC9"
R-HSA-5683826,Surfactant metabolism,"ABCA3,ADA2,ADGRF5,ADORA2A,ADORA2B,ADRA2A,ADRA2C,CCDC59,CKAP4,CSF2RA,CSF2RB,CTSH,DMBT1,GATA6,LMCD1,NAPSA,P2RY2,PGA3,PGA4,PGA5,SFTA3,SFTPA1,SFTPA2,SFTPB,SFTPC,SFTPD,SLC34A1,SLC34A2,TTF1,ZDHHC2"
R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,"BTRC,CHUK,CUL1,FBXW11,IKBKB,IKBKG,MAP2K1,MAP2K4,MAP3K8,NFKB1,RPS27A,SKP1,TNIP2,UBA52,UBB,UBC"
R-HSA-5685938,HDR through Single Strand Annealing (SSA),"ABL1,ATM,ATR,ATRIP,BARD1,BLM,BRCA1,BRIP1,DNA2,ERCC1,ERCC4,EXO1,HUS1,KAT5,LIG1,MRE11,NBN,RAD1,RAD17,RAD50,RAD51,RAD52,RAD9A,RAD9B,RBBP8,RFC2,RFC3,RFC4,RFC5,RHNO1,RMI1,RMI2,RPA1,RPA2,RPA3,TOP3A,TOPBP1,WRN"
R-HSA-5685942,HDR through Homologous Recombination (HRR),"ATM,ATR,ATRIP,BARD1,BLM,BRCA1,BRCA2,BRIP1,CHEK1,DNA2,EME1,EME2,EXO1,FIGNL1,FIRRM,GEN1,HUS1,KAT5,MRE11,MUS81,NBN,PALB2,PCNA,POLD1,POLD2,POLD3,POLD4,POLE,POLE2,POLE3,POLE4,POLH,POLK,RAD1,RAD17,RAD50,RAD51,RAD51AP1,RAD51B,RAD51C,RAD51D,RAD9A,RAD9B,RBBP8,RFC1,RFC2,RFC3,RFC4,RFC5,RHNO1,RMI1,RMI2,RPA1,RPA2,RPA3,RPS27A,RTEL1,SEM1,SLX1A,SLX4,SPIDR,TOP3A,TOPBP1,UBA52,UBB,UBC,WRN,XRCC2,XRCC3"
R-HSA-5686938,Regulation of TLR by endogenous ligand,"APOB,CD14,CD36,FGA,FGB,FGG,GSDMD,GSDME,HMGB1,LBP,LY96,S100A1,S100A8,S100A9,SFTPA1,SFTPA2,SFTPD,TLR1,TLR2,TLR4,TLR6,TLR7"
R-HSA-5687128,MAPK6/MAPK4 signaling,"ADRM1,AGO1,AGO2,AGO3,AGO4,CCND3,CDC14A,CDC14B,CDC42,CDC42EP2,CDC42EP3,CDC42EP5,CDK1,DNAJB1,ETV4,FOXO1,FOXO3,HSPB1,IGF2BP1,JUN,KALRN,MAPK4,MAPK6,MAPKAPK5,MIR34B,MIR34C,MMP10,MMP2,MOV10,MYC,NCOA3,PAK1,PAK2,PAK3,PRKACA,PRKACB,PRKACG,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RAC1,RAG1,RAG2,RPS27A,SEM1,SEPTIN7,TNRC6A,TNRC6B,TNRC6C,UBA52,UBB,UBC,XPO1"
R-HSA-5688426,Deubiquitination,"ABRAXAS1,ABRAXAS2,ACTB,ACTL6A,ACTR5,ACTR8,ADRB2,ADRM1,APC,AR,ARRB1,ARRB2,ASXL1,ASXL2,ATXN3,ATXN3L,ATXN7,AXIN1,AXIN2,BABAM1,BABAM2,BAP1,BARD1,BECN1,BIRC2,BIRC3,BRCA1,BRCC3,CCNA1,CCNA2,CCP110,CDC20,CDC25A,CDK1,CFTR,CLSPN,CYLD,DDB2,EP300,ESR1,FKBP8,FOXK1,FOXK2,FOXO4,GATA3,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC18,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,HCFC1,HGS,HIF1A,IDE,IFIH1,IKBKG,IL33,INO80,INO80B,INO80C,INO80D,INO80E,JOSD1,JOSD2,KAT2A,KAT2B,KDM1B,KEAP1,MAP3K7,MAT2B,MAVS,MBD5,MBD6,MCRS1,MDM2,MDM4,MUL1,MYC,MYSM1,NEDD8,NFKBIA,NFRKB,NLRP3,NOD1,NOD2,OGT,OTUB1,OTUB2,OTUD3,OTUD5,OTUD7A,OTUD7B,POLB,PRKN,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTRH2,RAD23A,RAD23B,RCE1,RHOA,RHOT1,RIGI,RIPK1,RIPK2,RNF123,RNF128,RNF135,RNF146,RPS27A,RUVBL1,SEM1,SENP8,SIAH2,SKP2,SMAD1,SMAD2,SMAD3,SMAD4,SMAD7,SMURF2,SNX3,STAM,STAM2,STAMBP,STAMBPL1,SUDS3,TAB1,TADA2B,TADA3,TAF10,TAF9B,TFPT,TGFB1,TGFBR1,TGFBR2,TNFAIP3,TNIP1,TNIP2,TNIP3,TNKS,TNKS2,TOMM20,TOMM70,TP53,TRAF2,TRAF3,TRAF6,TRIM25,TRIM4,TRRAP,UBA52,UBB,UBC,UBE2D1,UCHL1,UCHL3,UCHL5,UFD1,UIMC1,USP10,USP11,USP12,USP13,USP14,USP15,USP16,USP17L1,USP17L10,USP17L11,USP17L12,USP17L13,USP17L15,USP17L17,USP17L18,USP17L19,USP17L2,USP17L20,USP17L21,USP17L22,USP17L24,USP17L3,USP17L4,USP17L5,USP17L8,USP18,USP19,USP2,USP20,USP21,USP22,USP24,USP25,USP26,USP28,USP3,USP30,USP33,USP34,USP37,USP4,USP42,USP44,USP47,USP48,USP49,USP5,USP7,USP8,USP9X,VCP,VCPIP1,VDAC1,VDAC2,VDAC3,WDR20,WDR48,YOD1,YY1,ZRANB1"
R-HSA-5689603,UCH proteinases,"ACTB,ACTL6A,ACTR5,ACTR8,ADRM1,ASXL1,ASXL2,BAP1,BARD1,FOXK1,FOXK2,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,HCFC1,INO80,INO80B,INO80C,INO80D,INO80E,KDM1B,MBD5,MBD6,MCRS1,NEDD8,NFRKB,OGT,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RPS27A,RUVBL1,SEM1,SENP8,SMAD7,TFPT,TGFB1,TGFBR1,TGFBR2,UBA52,UBB,UBC,UCHL1,UCHL3,UCHL5,USP15,YY1"
R-HSA-5689880,Ub-specific processing proteases,"ADRB2,ADRM1,AR,ARRB1,ARRB2,ATXN7,AXIN1,AXIN2,BECN1,BIRC2,BIRC3,CCNA1,CCNA2,CCP110,CDC20,CDC25A,CFTR,CLSPN,CYLD,DDB2,FKBP8,FOXO4,GATA3,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC18,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,HGS,HIF1A,IDE,IFIH1,IKBKG,IL33,KAT2A,KEAP1,MAP3K7,MAT2B,MDM2,MDM4,MUL1,MYC,NFKBIA,OTUB1,POLB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTRH2,RCE1,RHOT1,RIGI,RIPK1,RNF123,RNF128,RNF146,RPS27A,RUVBL1,SEM1,SIAH2,SKP2,SMAD1,SMAD2,SMAD3,SMAD4,SMAD7,SMURF2,SNX3,STAM2,SUDS3,TAB1,TADA2B,TADA3,TAF10,TAF9B,TGFBR1,TNKS,TNKS2,TOMM20,TOMM70,TP53,TRAF2,TRAF6,TRRAP,UBA52,UBB,UBC,UFD1,USP10,USP11,USP12,USP13,USP14,USP15,USP16,USP17L1,USP17L10,USP17L11,USP17L12,USP17L13,USP17L15,USP17L17,USP17L18,USP17L19,USP17L2,USP17L20,USP17L21,USP17L22,USP17L24,USP17L3,USP17L4,USP17L5,USP17L8,USP18,USP19,USP2,USP20,USP21,USP22,USP24,USP25,USP26,USP28,USP3,USP30,USP33,USP34,USP37,USP4,USP42,USP44,USP47,USP48,USP49,USP5,USP7,USP8,USP9X,VDAC1,VDAC2,VDAC3,WDR20,WDR48"
R-HSA-5689896,Ovarian tumor domain proteases,"APC,CDK1,ESR1,IFIH1,IKBKG,MAVS,NOD1,NOD2,OTUB1,OTUB2,OTUD3,OTUD5,OTUD7A,OTUD7B,PTEN,RHOA,RIGI,RIPK1,RIPK2,RNF128,RNF135,RPS27A,TNFAIP3,TNIP1,TNIP2,TNIP3,TP53,TRAF3,TRAF6,TRIM25,TRIM4,UBA52,UBB,UBC,UBE2D1,VCP,VCPIP1,YOD1,ZRANB1"
R-HSA-5689901,Metalloprotease DUBs,"ABRAXAS1,ABRAXAS2,BABAM1,BABAM2,BARD1,BRCA1,BRCC3,EP300,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,KAT2B,MYSM1,NLRP3,PSMD14,RPS27A,STAM,STAMBP,STAMBPL1,UBA52,UBB,UBC,UIMC1"
R-HSA-5690714,CD22 mediated BCR regulation,"CD22,CD79A,CD79B,IGHD,IGHM,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV2-11,IGLV2-14,IGLV2-23,IGLV2-8,IGLV3-1,IGLV3-19,IGLV3-21,IGLV3-25,IGLV3-27,IGLV6-57,IGLV7-43,LYN,PTPN6"
